Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1604666027,2020-11-06 12:33:47,B6536,CCA1884,571.5,9.26,140,40.11704,116.61806
1604666043,2020-11-06 12:34:03,B6536,CCA1884,579.12,338.916,27,40.1239,116.62274
1604666063,2020-11-06 12:34:23,B6536,CCA1884,640.08,320.396,29,40.14428,116.6376
1604666066,2020-11-06 12:34:26,B6536,CCA1884,670.56,320.396,29,40.14428,116.6376
1604666072,2020-11-06 12:34:32,B6536,CCA1884,716.28,318.544,29,40.14428,116.6376
1604666077,2020-11-06 12:34:37,B6536,CCA1884,800.1,318.544,29,40.14428,116.6376
1604666082,2020-11-06 12:34:42,B6536,CCA1884,845.82,318.544,29,40.15601,116.64603
1604666086,2020-11-06 12:34:46,B6536,CCA1884,906.78,318.544,29,40.15601,116.64603
1604666093,2020-11-06 12:34:53,B6536,CCA1884,982.98,318.544,29,40.15601,116.64603
1604666099,2020-11-06 12:34:59,B6536,CCA1884,1005.84,338.916,58,40.15601,116.64603
1604666104,2020-11-06 12:35:04,B6536,CCA1884,1036.32,355.584,69,40.15601,116.64603
1604666108,2020-11-06 12:35:08,B6536,CCA1884,1059.18,355.584,69,40.16936,116.6662
1604666119,2020-11-06 12:35:19,B6536,CCA1884,1104.9,379.66,76,40.16936,116.6662
1604666132,2020-11-06 12:35:32,B6536,CCA1884,1158.24,453.74,84,40.1722,116.68481
1604666144,2020-11-06 12:35:44,B6536,CCA1884,1257.3,466.704,85,40.17389,116.70569
1604666147,2020-11-06 12:35:47,B6536,CCA1884,1272.54,466.704,85,40.17389,116.70569
1604666154,2020-11-06 12:35:54,B6536,CCA1884,1325.88,520.412,85,40.17389,116.70569
1604666160,2020-11-06 12:36:00,B6536,CCA1884,1432.56,520.412,85,40.17389,116.70569
1604666164,2020-11-06 12:36:04,B6536,CCA1884,1493.52,520.412,85,40.17389,116.70569
1604666169,2020-11-06 12:36:09,B6536,CCA1884,1569.72,533.376,85,40.17389,116.70569
1604666175,2020-11-06 12:36:15,B6536,CCA1884,1661.16,533.376,85,40.17389,116.70569
1604666177,2020-11-06 12:36:17,B6536,CCA1884,1706.88,533.376,85,40.17389,116.70569
1604666183,2020-11-06 12:36:23,B6536,CCA1884,1798.32,542.636,84,40.17906,116.78809
1604666195,2020-11-06 12:36:35,B6536,CCA1884,2011.68,542.636,84,40.18091,116.80995
1604666205,2020-11-06 12:36:45,B6536,CCA1884,2164.08,542.636,84,40.18091,116.80995
1604666218,2020-11-06 12:36:58,B6536,CCA1884,2415.54,550.044,65,40.1898,116.8499
1604666226,2020-11-06 12:37:06,B6536,CCA1884,2552.7,548.192,64,40.1898,116.8499
1604666238,2020-11-06 12:37:18,B6536,CCA1884,2788.92,548.192,64,40.19823,116.87281
1604666250,2020-11-06 12:37:30,B6536,CCA1884,2994.66,546.34,64,40.20831,116.90094
1604666255,2020-11-06 12:37:35,B6536,CCA1884,3070.86,550.044,64,40.20831,116.90094
1604666261,2020-11-06 12:37:41,B6536,CCA1884,3116.58,550.044,64,40.20831,116.90094
1604666275,2020-11-06 12:37:55,B6536,CCA1884,3329.94,550.044,64,40.21662,116.92443
1604666286,2020-11-06 12:38:06,B6536,CCA1884,3520.44,550.044,64,40.22603,116.95142
1604666304,2020-11-06 12:38:24,B6536,CCA1884,3764.28,550.044,64,40.23601,116.98145
1604666322,2020-11-06 12:38:42,B6536,CCA1884,3992.88,550.044,64,40.23915,117.01388
1604666327,2020-11-06 12:38:47,B6536,CCA1884,4053.84,550.044,64,40.23915,117.01388
1604666332,2020-11-06 12:38:52,B6536,CCA1884,4137.66,638.94,118,40.23915,117.01388
1604666335,2020-11-06 12:38:55,B6536,CCA1884,4160.52,638.94,118,40.23915,117.01388
1604666347,2020-11-06 12:39:07,B6536,CCA1884,4229.1,638.94,118,40.22216,117.0602
1604666361,2020-11-06 12:39:21,B6536,CCA1884,4297.68,638.94,118,40.19279,117.08356
1604666381,2020-11-06 12:39:41,B6536,CCA1884,4472.94,685.24,157,40.16249,117.10022
1604666387,2020-11-06 12:39:47,B6536,CCA1884,4549.14,700.056,156,40.16249,117.10022
1604666396,2020-11-06 12:39:56,B6536,CCA1884,4701.54,698.204,160,40.16249,117.10022
1604666402,2020-11-06 12:40:02,B6536,CCA1884,4815.84,675.98,168,40.16249,117.10022
1604666405,2020-11-06 12:40:05,B6536,CCA1884,4876.8,675.98,168,40.16249,117.10022
1604666411,2020-11-06 12:40:11,B6536,CCA1884,4991.1,675.98,168,40.16249,117.10022
1604666417,2020-11-06 12:40:17,B6536,CCA1884,5090.16,675.98,168,40.16249,117.10022
1604666427,2020-11-06 12:40:27,B6536,CCA1884,5227.32,642.644,195,40.09973,117.11322
1604666432,2020-11-06 12:40:32,B6536,CCA1884,5257.8,642.644,195,40.09973,117.11322
1604666437,2020-11-06 12:40:37,B6536,CCA1884,5334.0,653.756,195,40.07021,117.10308
1604666450,2020-11-06 12:40:50,B6536,CCA1884,5516.88,657.46,195,40.05261,117.09734
1604666456,2020-11-06 12:40:56,B6536,CCA1884,5593.08,657.46,195,40.05261,117.09734
1604666461,2020-11-06 12:41:01,B6536,CCA1884,5623.56,663.016,194,40.05261,117.09734
1604666468,2020-11-06 12:41:08,B6536,CCA1884,5661.66,672.276,194,40.05261,117.09734
1604666482,2020-11-06 12:41:22,B6536,CCA1884,5692.14,672.276,194,40.00186,117.0816
1604666496,2020-11-06 12:41:36,B6536,CCA1884,5699.76,688.944,194,39.99294,117.07886
1604666510,2020-11-06 12:41:50,B6536,CCA1884,5707.38,681.536,194,39.95807,117.06819
1604666517,2020-11-06 12:41:57,B6536,CCA1884,5730.24,681.536,194,39.95807,117.06819
1604666529,2020-11-06 12:42:09,B6536,CCA1884,5821.68,681.536,194,39.93668,117.06158
1604666533,2020-11-06 12:42:13,B6536,CCA1884,5875.02,681.536,194,39.93668,117.06158
