Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1593487511,2020-06-30 03:25:11,B2088,CCA1315,129.54,14.815999999999999,300,40.06673,116.59839
1593487516,2020-06-30 03:25:16,B2088,CCA1315,129.54,253.72400000000002,354,40.06673,116.59839
1593487531,2020-06-30 03:25:31,B2088,CCA1315,129.54,314.84,354,40.06673,116.59839
1593487538,2020-06-30 03:25:38,B2088,CCA1315,297.18,314.84,354,40.08517,116.59552
1593487542,2020-06-30 03:25:42,B2088,CCA1315,320.04,312.988,354,40.08517,116.59552
1593487548,2020-06-30 03:25:48,B2088,CCA1315,419.1,312.988,353,40.08517,116.59552
1593487555,2020-06-30 03:25:55,B2088,CCA1315,487.68,312.988,354,40.08517,116.59552
1593487563,2020-06-30 03:26:03,B2088,CCA1315,594.36,312.988,354,40.1062,116.59234
1593487568,2020-06-30 03:26:08,B2088,CCA1315,632.46,314.84,354,40.1062,116.59234
1593487573,2020-06-30 03:26:13,B2088,CCA1315,708.66,316.692,353,40.1062,116.59234
1593487585,2020-06-30 03:26:25,B2088,CCA1315,861.06,316.692,352,40.12225,116.58948000000001
1593487593,2020-06-30 03:26:33,B2088,CCA1315,769.62,316.692,352,40.12225,116.58948000000001
1593487597,2020-06-30 03:26:37,B2088,CCA1315,1005.84,316.692,352,40.13315,116.58741
1593487611,2020-06-30 03:26:51,B2088,CCA1315,1173.48,322.248,353,40.13315,116.58741
1593487623,2020-06-30 03:27:03,B2088,CCA1315,1181.1,344.472,353,40.13315,116.58741
1593487632,2020-06-30 03:27:12,B2088,CCA1315,1295.4,359.288,353,40.1615,116.58223000000001
1593487643,2020-06-30 03:27:23,B2088,CCA1315,1371.6,359.288,353,40.16968,116.58075
1593487647,2020-06-30 03:27:27,B2088,CCA1315,1417.32,359.288,353,40.16968,116.58075
1593487658,2020-06-30 03:27:38,B2088,CCA1315,1508.76,420.404,353,40.17584,116.57961
1593487662,2020-06-30 03:27:42,B2088,CCA1315,1470.66,420.404,353,40.17584,116.57961
1593487666,2020-06-30 03:27:46,B2088,CCA1315,1516.38,448.184,353,40.17584,116.57961
1593487673,2020-06-30 03:27:53,B2088,CCA1315,1653.54,470.408,353,40.19975,116.57526000000001
1593487686,2020-06-30 03:28:06,B2088,CCA1315,1783.08,475.964,352,40.21215,116.57298999999999
1593487698,2020-06-30 03:28:18,B2088,CCA1315,1958.34,475.964,352,40.23063,116.56643999999999
1593487709,2020-06-30 03:28:29,B2088,CCA1315,2125.98,505.596,313,40.23063,116.56643999999999
1593487712,2020-06-30 03:28:32,B2088,CCA1315,2164.08,505.596,313,40.245290000000004,116.54977
1593487719,2020-06-30 03:28:39,B2088,CCA1315,2286.0,505.596,313,40.245290000000004,116.54977
1593487734,2020-06-30 03:28:54,B2088,CCA1315,2461.26,518.56,299,40.25349,116.51128999999999
1593487739,2020-06-30 03:28:59,B2088,CCA1315,2545.08,548.192,265,40.25349,116.51128999999999
1593487744,2020-06-30 03:29:04,B2088,CCA1315,2621.28,548.192,265,40.25349,116.51128999999999
1593487749,2020-06-30 03:29:09,B2088,CCA1315,2613.66,550.044,262,40.25349,116.51128999999999
1593487752,2020-06-30 03:29:12,B2088,CCA1315,2689.86,550.044,262,40.2485,116.4809
1593487765,2020-06-30 03:29:25,B2088,CCA1315,2857.5,561.156,239,40.24077,116.46258999999999
1593487780,2020-06-30 03:29:40,B2088,CCA1315,3116.58,563.008,239,40.23538,116.45096000000001
1593487784,2020-06-30 03:29:44,B2088,CCA1315,3154.68,563.008,239,40.23538,116.45096000000001
1593487789,2020-06-30 03:29:49,B2088,CCA1315,3223.26,563.008,239,40.23538,116.45096000000001
1593487795,2020-06-30 03:29:55,B2088,CCA1315,3291.84,563.008,239,40.217040000000004,116.41169
1593487799,2020-06-30 03:29:59,B2088,CCA1315,3337.56,563.008,239,40.217040000000004,116.41169
1593487804,2020-06-30 03:30:04,B2088,CCA1315,3375.66,563.008,239,40.217040000000004,116.41169
1593487820,2020-06-30 03:30:20,B2088,CCA1315,3528.06,563.008,239,40.19623,116.36792
