Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1605491665,2020-11-16 01:54:25,B2039,CCA1803,114.3,303.728,350,40.08562,116.5949
1605491680,2020-11-16 01:54:40,B2039,CCA1803,335.28,307.432,349,40.09296,116.59302
1605491694,2020-11-16 01:54:54,B2039,CCA1803,480.06,320.396,348,40.09909,116.59131
1605491699,2020-11-16 01:54:59,B2039,CCA1803,533.4,320.396,348,40.11113,116.58783
1605491715,2020-11-16 01:55:15,B2039,CCA1803,708.66,338.916,355,40.12015,116.58588
1605491717,2020-11-16 01:55:17,B2039,CCA1803,754.38,338.916,355,40.12015,116.58588
1605491724,2020-11-16 01:55:24,B2039,CCA1803,830.58,338.916,355,40.12015,116.58588
1605491728,2020-11-16 01:55:28,B2039,CCA1803,883.92,348.176,1,40.12015,116.58588
1605491733,2020-11-16 01:55:33,B2039,CCA1803,944.88,348.176,1,40.12015,116.58588
1605491744,2020-11-16 01:55:44,B2039,CCA1803,1059.18,357.436,1,40.14567,116.58548
1605491755,2020-11-16 01:55:55,B2039,CCA1803,1173.48,366.696,1,40.15471,116.58575
1605491758,2020-11-16 01:55:58,B2039,CCA1803,1188.72,366.696,1,40.15471,116.58575
1605491775,2020-11-16 01:56:15,B2039,CCA1803,1318.26,437.072,359,40.18117,116.58545
1605491786,2020-11-16 01:56:26,B2039,CCA1803,1417.32,438.924,359,40.19087,116.58484
1605491791,2020-11-16 01:56:31,B2039,CCA1803,1455.42,438.924,359,40.19087,116.58484
1605491796,2020-11-16 01:56:36,B2039,CCA1803,1501.14,438.924,359,40.19087,116.58484
1605491800,2020-11-16 01:56:40,B2039,CCA1803,1546.86,438.924,359,40.19087,116.58484
1605491816,2020-11-16 01:56:56,B2039,CCA1803,1645.92,516.708,355,40.21587,116.58155
1605491818,2020-11-16 01:56:58,B2039,CCA1803,1661.16,516.708,355,40.21587,116.58155
1605491826,2020-11-16 01:57:06,B2039,CCA1803,1767.84,518.56,347,40.21587,116.58155
1605491828,2020-11-16 01:57:08,B2039,CCA1803,1767.84,518.56,342,40.21587,116.58155
1605491840,2020-11-16 01:57:20,B2039,CCA1803,1897.38,513.004,326,40.25024,116.57214
1605491843,2020-11-16 01:57:23,B2039,CCA1803,1905.0,513.004,326,40.25024,116.57214
1605491856,2020-11-16 01:57:36,B2039,CCA1803,1958.34,513.004,302,40.26475,116.55608
1605491869,2020-11-16 01:57:49,B2039,CCA1803,2026.92,509.3,289,40.27737,116.52018
1605491880,2020-11-16 01:58:00,B2039,CCA1803,2164.08,498.188,262,40.27732,116.51038
1605491900,2020-11-16 01:58:20,B2039,CCA1803,2529.84,490.78,249,40.26638,116.47299
1605491917,2020-11-16 01:58:37,B2039,CCA1803,2766.06,498.188,239,40.2608,116.46082
1605491921,2020-11-16 01:58:41,B2039,CCA1803,2834.64,501.892,238,40.2608,116.46082
1605491927,2020-11-16 01:58:47,B2039,CCA1803,2903.22,505.596,238,40.2608,116.46082
1605491932,2020-11-16 01:58:52,B2039,CCA1803,2994.66,507.448,238,40.2608,116.46082
1605491944,2020-11-16 01:59:04,B2039,CCA1803,3169.92,507.448,238,40.24118,116.42059
1605491950,2020-11-16 01:59:10,B2039,CCA1803,3215.64,525.968,238,40.24118,116.42059
1605491962,2020-11-16 01:59:22,B2039,CCA1803,3284.22,537.08,238,40.22923,116.39646
1605491964,2020-11-16 01:59:24,B2039,CCA1803,3291.84,537.08,238,40.22272,116.38329
1605491971,2020-11-16 01:59:31,B2039,CCA1803,3329.94,537.08,238,40.22272,116.38329
1605491977,2020-11-16 01:59:37,B2039,CCA1803,3337.56,537.08,238,40.22272,116.38329
