Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1606307426,2020-11-25 12:30:26,B5932,CCA1883,220.98,0.0,84,40.08702,116.61332
1606307432,2020-11-25 12:30:32,B5932,CCA1883,312.42,0.0,84,40.08702,116.61332
1606307446,2020-11-25 12:30:46,B5932,CCA1883,434.34,0.0,84,40.09721,116.61163
1606307458,2020-11-25 12:30:58,B5932,CCA1883,525.78,0.0,84,40.10391,116.61188
1606307471,2020-11-25 12:31:11,B5932,CCA1883,670.56,272.244,27,40.11461,116.61841
1606307482,2020-11-25 12:31:22,B5932,CCA1883,784.86,272.244,27,40.12207,116.62362
1606307487,2020-11-25 12:31:27,B5932,CCA1883,845.82,272.244,27,40.12207,116.62362
1606307493,2020-11-25 12:31:33,B5932,CCA1883,906.78,272.244,27,40.12207,116.62362
1606307496,2020-11-25 12:31:36,B5932,CCA1883,914.4,296.32,27,40.13081,116.62958
1606307512,2020-11-25 12:31:52,B5932,CCA1883,1005.84,340.768,27,40.13445,116.63211
1606307523,2020-11-25 12:32:03,B5932,CCA1883,1021.08,340.768,27,40.15219,116.64416
1606307537,2020-11-25 12:32:17,B5932,CCA1883,1021.08,424.108,35,40.16409,116.65588
1606307542,2020-11-25 12:32:22,B5932,CCA1883,1028.7,424.108,35,40.16409,116.65588
1606307553,2020-11-25 12:32:33,B5932,CCA1883,1036.32,424.108,35,40.16993,116.67181
1606307568,2020-11-25 12:32:48,B5932,CCA1883,1036.32,470.408,86,40.16993,116.67181
1606307583,2020-11-25 12:33:03,B5932,CCA1883,1097.28,470.408,86,40.16993,116.67181
1606307597,2020-11-25 12:33:17,B5932,CCA1883,1333.5,470.408,86,40.16993,116.67181
1606307613,2020-11-25 12:33:33,B5932,CCA1883,1508.76,481.52,83,40.17686,116.76694
1606307617,2020-11-25 12:33:37,B5932,CCA1883,1569.72,481.52,83,40.17686,116.76694
1606307624,2020-11-25 12:33:44,B5932,CCA1883,1607.82,481.52,83,40.17686,116.76694
1606307627,2020-11-25 12:33:47,B5932,CCA1883,1623.06,487.076,83,40.17938,116.79522
1606307639,2020-11-25 12:33:59,B5932,CCA1883,1722.12,488.928,83,40.18105,116.81319
1606307644,2020-11-25 12:34:04,B5932,CCA1883,1805.94,488.928,83,40.18105,116.81319
1606307648,2020-11-25 12:34:08,B5932,CCA1883,1859.28,488.928,83,40.18105,116.81319
1606307652,2020-11-25 12:34:12,B5932,CCA1883,1950.72,488.928,83,40.18105,116.81319
1606307658,2020-11-25 12:34:18,B5932,CCA1883,2072.64,500.04,65,40.18105,116.81319
1606307663,2020-11-25 12:34:23,B5932,CCA1883,2171.7,500.04,65,40.18105,116.81319
1606307670,2020-11-25 12:34:30,B5932,CCA1883,2293.62,500.04,64,40.18105,116.81319
1606307673,2020-11-25 12:34:33,B5932,CCA1883,2346.96,503.744,64,40.18105,116.81319
1606307679,2020-11-25 12:34:39,B5932,CCA1883,2430.78,511.152,64,40.18105,116.81319
1606307685,2020-11-25 12:34:45,B5932,CCA1883,2514.6,511.152,64,40.18105,116.81319
1606307689,2020-11-25 12:34:49,B5932,CCA1883,2583.18,511.152,64,40.18105,116.81319
1606307694,2020-11-25 12:34:54,B5932,CCA1883,2689.86,511.152,64,40.18105,116.81319
1606307701,2020-11-25 12:35:01,B5932,CCA1883,2689.86,520.412,65,40.18105,116.81319
1606307716,2020-11-25 12:35:16,B5932,CCA1883,3040.38,535.228,65,40.21385,116.91626
1606307718,2020-11-25 12:35:18,B5932,CCA1883,3048.0,535.228,65,40.21385,116.91626
1606307729,2020-11-25 12:35:29,B5932,CCA1883,3200.4,535.228,65,40.22232,116.9408
1606307736,2020-11-25 12:35:36,B5932,CCA1883,3291.84,563.008,65,40.22232,116.9408
1606307740,2020-11-25 12:35:40,B5932,CCA1883,3368.04,563.008,65,40.23263,116.97062
1606307755,2020-11-25 12:35:55,B5932,CCA1883,3528.06,564.86,72,40.23589,116.98017
1606307761,2020-11-25 12:36:01,B5932,CCA1883,3589.02,564.86,72,40.2412,117.00165
1606307775,2020-11-25 12:36:15,B5932,CCA1883,3764.28,572.268,92,40.24134,117.01863
1606307790,2020-11-25 12:36:30,B5932,CCA1883,3931.92,585.232,118,40.22891,117.05427
1606307794,2020-11-25 12:36:34,B5932,CCA1883,3931.92,603.752,136,40.22891,117.05427
1606307799,2020-11-25 12:36:39,B5932,CCA1883,3985.26,603.752,136,40.22891,117.05427
1606307806,2020-11-25 12:36:46,B5932,CCA1883,4046.22,603.752,136,40.22891,117.05427
1606307819,2020-11-25 12:36:59,B5932,CCA1883,4251.96,625.976,157,40.18794,117.08533
1606307830,2020-11-25 12:37:10,B5932,CCA1883,4411.98,625.976,157,40.17801,117.091
