Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1595201155,2020-07-19 23:25:55,B1429,CCA1369,297.18,322.248,352,40.08758,116.5949
1595201170,2020-07-19 23:26:10,B1429,CCA1369,487.68,324.1,351,40.0995,116.59229
1595201184,2020-07-19 23:26:24,B1429,CCA1369,624.84,337.064,351,40.10481,116.59106
1595201200,2020-07-19 23:26:40,B1429,CCA1369,822.96,337.064,351,40.11918,116.58791
1595201214,2020-07-19 23:26:54,B1429,CCA1369,975.36,337.064,351,40.13832,116.58429
1595201236,2020-07-19 23:27:16,B1429,CCA1369,1158.24,361.14,353,40.14871,116.58246
1595201240,2020-07-19 23:27:20,B1429,CCA1369,1173.48,374.104,353,40.16173,116.58036
1595201251,2020-07-19 23:27:31,B1429,CCA1369,1211.58,409.292,353,40.16867,116.57922
1595201256,2020-07-19 23:27:36,B1429,CCA1369,1242.06,414.848,353,40.16867,116.57922
1595201269,2020-07-19 23:27:49,B1429,CCA1369,1280.16,459.296,353,40.16867,116.57922
1595201275,2020-07-19 23:27:55,B1429,CCA1369,1348.74,459.296,353,40.19838,116.57422
1595201280,2020-07-19 23:28:00,B1429,CCA1369,1402.08,459.296,353,40.19838,116.57422
1595201295,2020-07-19 23:28:15,B1429,CCA1369,1516.38,505.596,353,40.2236,116.56995
1595201299,2020-07-19 23:28:19,B1429,CCA1369,1516.38,522.264,353,40.2236,116.56995
1595201310,2020-07-19 23:28:30,B1429,CCA1369,1737.36,524.116,353,40.23403,116.56812
1595201331,2020-07-19 23:28:51,B1429,CCA1369,2011.68,524.116,353,40.27089,116.56067
1595201335,2020-07-19 23:28:55,B1429,CCA1369,2049.78,524.116,353,40.27089,116.56067
1595201340,2020-07-19 23:29:00,B1429,CCA1369,2049.78,520.412,333,40.27089,116.56067
1595201351,2020-07-19 23:29:11,B1429,CCA1369,2202.18,516.708,321,40.28375,116.55292
1595201356,2020-07-19 23:29:16,B1429,CCA1369,2278.38,511.152,308,40.28375,116.55292
1595201370,2020-07-19 23:29:30,B1429,CCA1369,2484.12,503.744,280,40.29948,116.52562
1595201375,2020-07-19 23:29:35,B1429,CCA1369,2567.94,503.744,274,40.29948,116.52562
1595201390,2020-07-19 23:29:50,B1429,CCA1369,2750.82,520.412,244,40.30051,116.49696
1595201406,2020-07-19 23:30:06,B1429,CCA1369,2979.42,527.82,236,40.28586,116.46167
1595201417,2020-07-19 23:30:17,B1429,CCA1369,3101.34,531.524,237,40.27886,116.44784
1595201431,2020-07-19 23:30:31,B1429,CCA1369,3230.88,531.524,237,40.27513,116.44035
1595201436,2020-07-19 23:30:36,B1429,CCA1369,3230.88,531.524,237,40.27513,116.44035
1595201440,2020-07-19 23:30:40,B1429,CCA1369,3230.88,568.564,236,40.27513,116.44035
1595201445,2020-07-19 23:30:45,B1429,CCA1369,3307.08,568.564,236,40.27513,116.44035
1595201450,2020-07-19 23:30:50,B1429,CCA1369,3322.32,568.564,236,40.27513,116.44035
1595201456,2020-07-19 23:30:56,B1429,CCA1369,3413.76,568.564,236,40.24745,116.3858
