Time,UTC TIME,anum,fnum,height,speed,angle,longitude,latitude
1594942892,2020-07-16 23:41:32,B1428,CCA1369,114.3,194.46,354,40.0744,116.59715
1594942910,2020-07-16 23:41:50,B1428,CCA1369,190.5,344.472,354,40.08543,116.59534
1594942921,2020-07-16 23:42:01,B1428,CCA1369,411.48,344.472,354,40.09927,116.5932
1594942932,2020-07-16 23:42:12,B1428,CCA1369,548.64,346.324,354,40.10992,116.5916
1594942941,2020-07-16 23:42:21,B1428,CCA1369,632.46,350.028,354,40.10992,116.5916
1594942947,2020-07-16 23:42:27,B1428,CCA1369,708.66,350.028,354,40.10992,116.5916
1594942952,2020-07-16 23:42:32,B1428,CCA1369,762.0,355.584,353,40.10992,116.5916
1594942958,2020-07-16 23:42:38,B1428,CCA1369,807.72,355.584,353,40.12952,116.58847
1594942961,2020-07-16 23:42:41,B1428,CCA1369,822.96,364.844,352,40.12952,116.58847
1594942965,2020-07-16 23:42:45,B1428,CCA1369,883.92,364.844,352,40.12952,116.58847
1594942976,2020-07-16 23:42:56,B1428,CCA1369,998.22,366.696,352,40.14537,116.58545
1594942992,2020-07-16 23:43:12,B1428,CCA1369,1150.62,370.4,352,40.16364,116.58203
1594943013,2020-07-16 23:43:33,B1428,CCA1369,1234.44,431.516,353,40.16927,116.58098
1594943017,2020-07-16 23:43:37,B1428,CCA1369,1257.3,448.184,353,40.16927,116.58098
1594943020,2020-07-16 23:43:40,B1428,CCA1369,1280.16,448.184,353,40.16927,116.58098
1594943026,2020-07-16 23:43:46,B1428,CCA1369,1295.4,468.556,352,40.19711,116.57593
1594943042,2020-07-16 23:44:02,B1428,CCA1369,1394.46,474.112,352,40.21674,116.56824
1594943048,2020-07-16 23:44:08,B1428,CCA1369,1417.32,518.56,320,40.21674,116.56824
1594943052,2020-07-16 23:44:12,B1428,CCA1369,1455.42,522.264,312,40.21674,116.56824
1594943055,2020-07-16 23:44:15,B1428,CCA1369,1501.14,524.116,309,40.22964,116.5531
1594943067,2020-07-16 23:44:27,B1428,CCA1369,1638.3,524.116,309,40.23596,116.5365
1594943076,2020-07-16 23:44:36,B1428,CCA1369,1737.36,524.116,277,40.23596,116.5365
1594943087,2020-07-16 23:44:47,B1428,CCA1369,1882.14,525.968,268,40.23756,116.49927
1594943106,2020-07-16 23:45:06,B1428,CCA1369,2156.46,527.82,266,40.23715,116.49128
1594943112,2020-07-16 23:45:12,B1428,CCA1369,2247.9,527.82,266,40.23715,116.49128
1594943118,2020-07-16 23:45:18,B1428,CCA1369,2301.24,527.82,266,40.23715,116.49128
1594943122,2020-07-16 23:45:22,B1428,CCA1369,2392.68,527.82,266,40.23715,116.49128
1594943127,2020-07-16 23:45:27,B1428,CCA1369,2468.88,527.82,266,40.23417,116.43585
1594943133,2020-07-16 23:45:33,B1428,CCA1369,2491.74,527.82,266,40.23417,116.43585
1594943137,2020-07-16 23:45:37,B1428,CCA1369,2560.32,527.82,266,40.23417,116.43585
1594943142,2020-07-16 23:45:42,B1428,CCA1369,2621.28,544.488,265,40.23417,116.43585
1594943152,2020-07-16 23:45:52,B1428,CCA1369,2788.92,548.192,261,40.23417,116.43585
1594943158,2020-07-16 23:45:58,B1428,CCA1369,2842.26,550.044,257,40.23417,116.43585
1594943164,2020-07-16 23:46:04,B1428,CCA1369,2903.22,550.044,254,40.22719,116.37043
1594943169,2020-07-16 23:46:09,B1428,CCA1369,2994.66,550.044,254,40.22719,116.37043
1594943174,2020-07-16 23:46:14,B1428,CCA1369,3040.38,550.044,254,40.22719,116.37043
1594943194,2020-07-16 23:46:34,B1428,CCA1369,3299.46,553.748,243,40.21648,116.3401
1594943198,2020-07-16 23:46:38,B1428,CCA1369,3337.56,553.748,243,40.21648,116.3401
1594943205,2020-07-16 23:46:45,B1428,CCA1369,3375.66,553.748,243,40.21648,116.3401
1594943209,2020-07-16 23:46:49,B1428,CCA1369,3383.28,553.748,243,40.21648,116.3401
1594943214,2020-07-16 23:46:54,B1428,CCA1369,3413.76,588.936,237,40.19362,116.29382
1594943225,2020-07-16 23:47:05,B1428,CCA1369,3558.54,600.048,236,40.18701,116.28055
1594943240,2020-07-16 23:47:20,B1428,CCA1369,3726.18,600.048,236,40.17458,116.25595
1594943246,2020-07-16 23:47:26,B1428,CCA1369,3825.24,609.308,236,40.17458,116.25595
1594943255,2020-07-16 23:47:35,B1428,CCA1369,3886.2,616.716,236,40.17458,116.25595
1594943259,2020-07-16 23:47:39,B1428,CCA1369,4000.5,616.716,236,40.17458,116.25595
1594943266,2020-07-16 23:47:46,B1428,CCA1369,4076.7,620.42,237,40.17458,116.25595
1594943271,2020-07-16 23:47:51,B1428,CCA1369,4137.66,620.42,237,40.17458,116.25595
1594943276,2020-07-16 23:47:56,B1428,CCA1369,4198.62,624.124,237,40.17458,116.25595
1594943285,2020-07-16 23:48:05,B1428,CCA1369,4320.54,624.124,237,40.13254,116.17318
1594943296,2020-07-16 23:48:16,B1428,CCA1369,4465.32,629.68,237,40.11932,116.14716
1594943300,2020-07-16 23:48:20,B1428,CCA1369,4503.42,635.236,237,40.11932,116.14716
1594943315,2020-07-16 23:48:35,B1428,CCA1369,4701.54,638.94,237,40.11206,116.13285
1594943326,2020-07-16 23:48:46,B1428,CCA1369,4815.84,646.348,237,40.09377,116.0969
1594943329,2020-07-16 23:48:49,B1428,CCA1369,4876.8,646.348,237,40.09377,116.0969
1594943341,2020-07-16 23:49:01,B1428,CCA1369,5052.06,646.348,237,40.08211,116.07404
1594943356,2020-07-16 23:49:16,B1428,CCA1369,5234.94,646.348,237,40.06599,116.04242
1594943372,2020-07-16 23:49:32,B1428,CCA1369,5387.34,659.312,237,40.05684,116.02423
1594943376,2020-07-16 23:49:36,B1428,CCA1369,5448.3,659.312,237,40.05684,116.02423
1594943387,2020-07-16 23:49:47,B1428,CCA1369,5577.84,663.016,237,40.03851,115.98803
1594943407,2020-07-16 23:50:07,B1428,CCA1369,5768.34,672.276,237,40.02324,115.95801
1594943421,2020-07-16 23:50:21,B1428,CCA1369,5935.98,672.276,237,40.00606,115.92411
1594943438,2020-07-16 23:50:38,B1428,CCA1369,6027.42,672.276,237,39.99078,115.89404
1594943452,2020-07-16 23:50:52,B1428,CCA1369,6141.72,718.576,237,39.97815,115.86914
1594943463,2020-07-16 23:51:03,B1428,CCA1369,6187.44,737.096,237,39.96996,115.85315
1594943483,2020-07-16 23:51:23,B1428,CCA1369,6332.22,759.32,237,39.94503,115.80458
1594943499,2020-07-16 23:51:39,B1428,CCA1369,6461.76,768.58,237,39.92888,115.77324
1594943502,2020-07-16 23:51:42,B1428,CCA1369,6461.76,774.136,237,39.92888,115.77324
1594943513,2020-07-16 23:51:53,B1428,CCA1369,6614.16,777.84,237,39.91272,115.74182
1594943524,2020-07-16 23:52:04,B1428,CCA1369,6728.46,779.692,237,39.903,115.7229
1594943538,2020-07-16 23:52:18,B1428,CCA1369,6896.1,779.692,237,39.89108,115.69971
1594943542,2020-07-16 23:52:22,B1428,CCA1369,6941.82,785.248,237,39.89108,115.69971
1594943558,2020-07-16 23:52:38,B1428,CCA1369,7109.46,788.952,237,39.86343,115.64569
1594943579,2020-07-16 23:52:59,B1428,CCA1369,7338.06,788.952,237,39.84215,115.60435
1594943583,2020-07-16 23:53:03,B1428,CCA1369,7376.16,788.952,237,39.84215,115.60435
1594943595,2020-07-16 23:53:15,B1428,CCA1369,7459.98,801.916,237,39.84215,115.60435
1594943616,2020-07-16 23:53:36,B1428,CCA1369,7711.44,807.472,237,39.80649,115.53527
1594943631,2020-07-16 23:53:51,B1428,CCA1369,7833.36,814.88,237,39.78331,115.49036
1594943636,2020-07-16 23:53:56,B1428,CCA1369,7886.7,814.88,237,39.78331,115.49036
1594943647,2020-07-16 23:54:07,B1428,CCA1369,7985.76,820.436,239,39.77211,115.46768
1594943650,2020-07-16 23:54:10,B1428,CCA1369,8023.86,820.436,239,39.77211,115.46768
1594943661,2020-07-16 23:54:21,B1428,CCA1369,8115.3,820.436,239,39.75293,115.42541
1594943677,2020-07-16 23:54:37,B1428,CCA1369,8275.32,831.548,244,39.74501,115.40648
1594943692,2020-07-16 23:54:52,B1428,CCA1369,8450.58,831.548,243,39.72042,115.34424
1594943708,2020-07-16 23:55:08,B1428,CCA1369,8610.6,833.4,243,39.71548,115.33191
1594943722,2020-07-16 23:55:22,B1428,CCA1369,8763.0,837.104,243,39.69365,115.27686
1594943733,2020-07-16 23:55:33,B1428,CCA1369,8846.82,840.808,243,39.69365,115.27686
1594943746,2020-07-16 23:55:46,B1428,CCA1369,9006.84,840.808,243,39.67135,115.22076
1594943757,2020-07-16 23:55:57,B1428,CCA1369,9098.28,846.364,243,39.66055,115.19362
1594943768,2020-07-16 23:56:08,B1428,CCA1369,9174.48,853.772,243,39.65511,115.17995
1594943773,2020-07-16 23:56:13,B1428,CCA1369,9212.58,857.476,243,39.65511,115.17995
1594943788,2020-07-16 23:56:28,B1428,CCA1369,9349.74,863.032,243,39.63451,115.12824
1594943802,2020-07-16 23:56:42,B1428,CCA1369,9486.9,863.032,243,39.6145,115.0782
1594943807,2020-07-16 23:56:47,B1428,CCA1369,9540.24,863.032,243,39.6145,115.0782
1594943813,2020-07-16 23:56:53,B1428,CCA1369,9540.24,863.032,243,39.6145,115.0782
1594943828,2020-07-16 23:57:08,B1428,CCA1369,9738.36,863.032,243,39.60059,115.0434
1594943842,2020-07-16 23:57:22,B1428,CCA1369,9791.7,864.884,243,39.57862,114.98834
1594943859,2020-07-16 23:57:39,B1428,CCA1369,9791.7,857.476,243,39.57862,114.98834
1594943872,2020-07-16 23:57:52,B1428,CCA1369,9784.08,857.476,243,39.57862,114.98834
1594943883,2020-07-16 23:58:03,B1428,CCA1369,9784.08,857.476,243,39.57862,114.98834
1594943898,2020-07-16 23:58:18,B1428,CCA1369,9784.08,857.476,243,39.52606,114.85797
1594943909,2020-07-16 23:58:29,B1428,CCA1369,9784.08,857.476,243,39.51233,114.82397
1594943925,2020-07-16 23:58:45,B1428,CCA1369,9784.08,859.328,243,39.49645,114.78473
1594943937,2020-07-16 23:58:57,B1428,CCA1369,9784.08,861.18,243,39.48308,114.75148
1594943948,2020-07-16 23:59:08,B1428,CCA1369,9784.08,863.032,243,39.47774,114.73828
1594943959,2020-07-16 23:59:19,B1428,CCA1369,9784.08,861.18,243,39.47774,114.73828
1594943974,2020-07-16 23:59:34,B1428,CCA1369,9784.08,855.624,243,39.4492,114.6676
1594943987,2020-07-16 23:59:47,B1428,CCA1369,9784.08,855.624,243,39.4311,114.62292
1594944003,2020-07-17 00:00:03,B1428,CCA1369,9784.08,853.772,243,39.42403,114.60549
1594944014,2020-07-17 00:00:14,B1428,CCA1369,9784.08,857.476,243,39.40372,114.55542
1594944032,2020-07-17 00:00:32,B1428,CCA1369,9784.08,855.624,243,39.4027,114.55298
1594944047,2020-07-17 00:00:47,B1428,CCA1369,9784.08,855.624,243,39.38268,114.50403
1594944068,2020-07-17 00:01:08,B1428,CCA1369,9784.08,855.624,243,39.38268,114.50403
1594944080,2020-07-17 00:01:20,B1428,CCA1369,9784.08,855.624,243,39.38268,114.50403
1594944127,2020-07-17 00:02:07,B1428,CCA1369,9784.08,855.624,243,39.29381,114.28644
1594944160,2020-07-17 00:02:40,B1428,CCA1369,9784.08,855.624,243,39.29381,114.28644
